date,variable,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,confirm
8/13/2022,R,estimate,0.962199212,0.962176552,0.011233557,0.943927897,0.955953488,0.959920372,0.964596941,0.968498609,0.979775204,245
8/14/2022,R,estimate,0.961302821,0.96135926,0.011268538,0.943218863,0.955118701,0.959134476,0.963758604,0.967696163,0.9794296,155
8/15/2022,R,estimate,0.960491321,0.96065954,0.011271953,0.942815063,0.954278556,0.958257568,0.96297022,0.967170691,0.978744427,649
8/16/2022,R,estimate,0.960023623,0.960073647,0.01124301,0.942431023,0.953560383,0.95755426,0.962557486,0.966703993,0.978137505,395
8/17/2022,R,estimate,0.959495015,0.959597854,0.011185198,0.942769887,0.953048783,0.957219193,0.962146193,0.966307333,0.977171348,386
8/18/2022,R,estimate,0.959252492,0.959227834,0.011104185,0.942131406,0.952705623,0.956965966,0.961821609,0.965969422,0.976559727,486
8/19/2022,R,estimate,0.958848542,0.958958034,0.011006389,0.941753692,0.952683198,0.956748232,0.961432079,0.965723246,0.97595446,465
8/20/2022,R,estimate,0.95886843,0.958781126,0.010899087,0.941428233,0.952518116,0.956438691,0.961241186,0.965477299,0.975978582,195
8/21/2022,R,estimate,0.95887329,0.958687617,0.01079168,0.941414741,0.952426014,0.956273024,0.961209239,0.965141558,0.975970662,135
8/22/2022,R,estimate,0.958889211,0.958665657,0.010696801,0.941282612,0.952133512,0.956098833,0.961252795,0.964907418,0.975828978,552
8/23/2022,R,estimate,0.958616326,0.958701088,0.010629876,0.941156165,0.9522225,0.956115758,0.961167132,0.965171311,0.975973627,948
8/24/2022,R,estimate,0.958645037,0.958777709,0.010606443,0.94125697,0.952090601,0.956143745,0.961293519,0.965404048,0.976389498,324
8/25/2022,R,estimate,0.958747077,0.958877759,0.010637695,0.941698831,0.95202862,0.956094246,0.961174131,0.965247472,0.975891982,450
8/26/2022,R,estimate,0.958697428,0.958982574,0.010725877,0.941771543,0.952296389,0.956286395,0.961060826,0.965782968,0.976583019,402
8/27/2022,R,estimate,0.958614294,0.959073379,0.010861852,0.941937783,0.952263066,0.956425914,0.961238098,0.965611368,0.976778417,148
8/28/2022,R,estimate,0.958552392,0.959132151,0.011026582,0.942263918,0.95222086,0.956199998,0.961350894,0.965728351,0.977311074,90
8/29/2022,R,estimate,0.958612284,0.959142472,0.011196557,0.94218911,0.952151141,0.956108806,0.96135599,0.965697726,0.977533287,524
8/30/2022,R,estimate,0.958699,0.959090267,0.011351168,0.941862737,0.95198458,0.956203914,0.96132007,0.96563619,0.977913855,506
8/31/2022,R,estimate,0.958509616,0.958964353,0.011478951,0.941362559,0.951542468,0.956070932,0.961074376,0.96544793,0.977959764,310
9/1/2022,R,estimate,0.958276436,0.958756703,0.011580073,0.941026979,0.951192456,0.955870247,0.960747875,0.965616657,0.978129742,360
9/2/2022,R,estimate,0.957870527,0.95846242,0.011663997,0.941148448,0.950797691,0.955351931,0.960509485,0.965244533,0.978403167,452
9/3/2022,R,estimate,0.957363028,0.958079441,0.011743413,0.94056884,0.950528258,0.95479726,0.960208338,0.964922605,0.978048206,103
9/4/2022,R,estimate,0.957096349,0.957608057,0.011827205,0.939569031,0.94996587,0.95436669,0.959700375,0.96472832,0.978255615,89
9/5/2022,R,estimate,0.956715567,0.957050334,0.011915709,0.938843036,0.949242456,0.953875793,0.959398815,0.964203237,0.977601458,91
9/6/2022,R,estimate,0.955966713,0.956409543,0.01200022,0.937910876,0.948648988,0.953294932,0.958914392,0.963381251,0.976893047,708
9/7/2022,R,estimate,0.955319232,0.955689648,0.012066502,0.93712388,0.947996797,0.952659602,0.958239028,0.96300613,0.976207747,242
9/8/2022,R,estimate,0.954662363,0.954894897,0.012100305,0.936256098,0.947326632,0.95170191,0.957506166,0.962329478,0.975417396,291
9/9/2022,R,estimate,0.95377074,0.954029529,0.012092535,0.935439614,0.94661212,0.950757214,0.956630395,0.961256609,0.973811315,271
9/10/2022,R,estimate,0.952944549,0.953097573,0.012042485,0.934509596,0.945566165,0.94991198,0.95544022,0.960213635,0.973060541,95
9/11/2022,R,estimate,0.95173954,0.952102749,0.011958525,0.933275644,0.944563716,0.94897134,0.954536192,0.959291361,0.972146151,81
9/12/2022,R,estimate,0.950749103,0.951048434,0.011856388,0.932633024,0.943538423,0.947977972,0.953742627,0.957953583,0.970992231,291
9/13/2022,R,estimate,0.949652068,0.949937698,0.011755708,0.93094761,0.942484608,0.946846609,0.952441229,0.956832447,0.969336655,246
9/14/2022,R,estimate,0.948474997,0.948773369,0.011675845,0.930340728,0.941385829,0.945848298,0.951151414,0.955748013,0.967972756,285
9/15/2022,R,estimate,0.947290206,0.947558145,0.011632382,0.929003544,0.940228287,0.944582379,0.949776561,0.954409189,0.966874966,258
9/16/2022,R,estimate,0.946080651,0.946294706,0.011635561,0.927965383,0.939113713,0.94337024,0.948475492,0.953111451,0.965346006,181
9/17/2022,R,estimate,0.944954546,0.944985847,0.011691217,0.926387968,0.93784927,0.942249383,0.947567097,0.951764545,0.963862096,88
9/18/2022,R,estimate,0.943685965,0.943634588,0.011803583,0.925118178,0.936012558,0.940989168,0.946492203,0.950763667,0.96258184,68
9/19/2022,R,estimate,0.942487323,0.94224427,0.011978452,0.923424437,0.934513647,0.939552556,0.945146037,0.949456617,0.96097024,298
9/20/2022,R,estimate,0.941067392,0.940818627,0.012225115,0.921249253,0.932811885,0.937905548,0.944018632,0.948404818,0.960274968,278
9/21/2022,R,estimate,0.939511893,0.939361829,0.012556317,0.919966961,0.931425814,0.936204255,0.942810243,0.947089199,0.959631534,226
9/22/2022,R,estimate,0.937981492,0.937878524,0.012986604,0.917057708,0.929748332,0.934744285,0.94124894,0.946385796,0.958284454,239
9/23/2022,R,estimate,0.936730336,0.936373881,0.013530307,0.914137078,0.927739126,0.93320123,0.939776523,0.945131667,0.957195766,180
9/24/2022,R,estimate,0.935153785,0.93485366,0.0142005,0.911397875,0.926256134,0.931786458,0.938256086,0.944158654,0.956627697,56
9/25/2022,R,estimate,0.933679225,0.933324311,0.015009456,0.90842596,0.924172599,0.930269516,0.937091615,0.943496344,0.956446238,39
9/26/2022,R,estimate,0.932322852,0.931793072,0.015969951,0.904637927,0.92208231,0.928542312,0.935671416,0.942572897,0.956673631,174
9/27/2022,R,estimate,0.930778847,0.930268037,0.017095913,0.90177939,0.919670182,0.92675967,0.934936356,0.941908625,0.957107714,154
9/28/2022,R,estimate,0.929533316,0.928758149,0.018401171,0.897305077,0.917568181,0.925188182,0.934105264,0.941200373,0.957650075,165
9/29/2022,R,estimate,0.928216478,0.927273069,0.019896166,0.893339667,0.915147219,0.923309279,0.933289652,0.940789842,0.958249828,188
9/30/2022,R,estimate,0.92691247,0.925822928,0.02158392,0.889181124,0.912816931,0.921243215,0.932050513,0.940444445,0.960278071,125
10/1/2022,R,estimate,0.925381446,0.924417975,0.023457254,0.884906159,0.910345348,0.919646614,0.931218681,0.94014505,0.961170497,54
10/2/2022,R,estimate,0.923855519,0.923068184,0.025498742,0.8801764,0.907635183,0.917982487,0.930398073,0.939913629,0.963176751,27
10/3/2022,R,estimate,0.922700378,0.921782852,0.027683538,0.875365449,0.904815676,0.916335952,0.929268784,0.939360554,0.965748907,129
10/4/2022,R,estimate,0.921585163,0.920570265,0.029983881,0.870265177,0.902289178,0.914995152,0.928566085,0.93940938,0.967629428,135
10/5/2022,R,estimate based on partial data,0.920759549,0.919437413,0.032373583,0.865707887,0.900043508,0.913318574,0.927888428,0.939754311,0.970147307,102
10/6/2022,R,estimate based on partial data,0.919676006,0.91838977,0.03483108,0.860735015,0.897644351,0.911557053,0.927412265,0.939871714,0.973553962,170
10/7/2022,R,estimate based on partial data,0.91924448,0.91743114,0.03734045,0.855814972,0.895388483,0.910191768,0.926534835,0.940573157,0.976452225,109
10/8/2022,R,estimate based on partial data,0.918342076,0.916563538,0.03989068,0.851197859,0.892925591,0.908737239,0.926149969,0.941202583,0.980241528,33
10/9/2022,R,estimate based on partial data,0.917386009,0.915787163,0.042473972,0.847352592,0.890597233,0.907347596,0.926156847,0.942348693,0.984201676,19
10/10/2022,R,estimate based on partial data,0.916897728,0.915100444,0.045084031,0.842762801,0.888048657,0.905969754,0.926049343,0.942910097,0.987456684,42
10/11/2022,R,estimate based on partial data,0.916129289,0.914500201,0.04771497,0.838966886,0.886099152,0.9047213,0.926060127,0.943797776,0.990008183,143
10/12/2022,R,estimate based on partial data,0.915595364,0.913981903,0.050360987,0.834236155,0.883873055,0.903787625,0.925827041,0.944277474,0.993150379,106
10/13/2022,R,estimate based on partial data,0.914616525,0.91354,0.053016611,0.829278172,0.881040046,0.903104469,0.926182444,0.94568726,0.99595533,127
10/14/2022,R,estimate based on partial data,0.91335098,0.913168291,0.055677128,0.824440435,0.878898206,0.901962354,0.925683283,0.946600105,1.000865913,80
10/15/2022,R,estimate based on partial data,0.912694962,0.91286029,0.0583389,0.818905426,0.876966492,0.900862449,0.926106401,0.947202697,1.006108682,24
10/16/2022,R,estimate based on partial data,0.912314149,0.912609563,0.060999438,0.814538375,0.875432055,0.899734994,0.92632476,0.948485005,1.010796626,8
10/17/2022,R,estimate based on partial data,0.912316571,0.912410013,0.063657269,0.810816039,0.873404715,0.898959155,0.92575525,0.949703456,1.015896277,95
10/18/2022,R,estimate based on partial data,0.911396525,0.912256128,0.066311637,0.805446088,0.872115755,0.897826801,0.925826361,0.950798511,1.019647294,37
10/19/2022,R,estimate based on partial data,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,52
10/20/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/21/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/22/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/23/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/24/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/25/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/26/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
6/20/2022,reported_cases,estimate,21,21.5932034,8.40085911,10,15,19,23,27,36,16
6/21/2022,reported_cases,estimate,26,27.06246877,9.714658805,13,20,24,29,33,45,14
6/22/2022,reported_cases,estimate,26,26.59070465,9.467623437,13,20,23,28,32,44,27
6/23/2022,reported_cases,estimate,31,32.03498251,11.59848161,15,24,28,33,39,53,25
6/24/2022,reported_cases,estimate,31,32.3868066,11.87515498,16,24,28,34,39,54,19
6/25/2022,reported_cases,estimate,13,13.95152424,5.679009502,6,10,12,15,18,25,26
6/26/2022,reported_cases,estimate,10,10.5902049,4.687854947,4,7,9,11,13,19,16
6/27/2022,reported_cases,estimate,42,44.02498751,15.54658726,22,33,39,46,53,72,55
6/28/2022,reported_cases,estimate,53,54.67216392,18.14997162,29,42,48,58,65,88,53
6/29/2022,reported_cases,estimate,50,51.68015992,17.30851383,27,40,46,54,62,83,51
6/30/2022,reported_cases,estimate,59,61.5872064,19.91289824,33,47,55,64,74,97,69
7/1/2022,reported_cases,estimate,58,60.79510245,20.32919074,32,46,54,64,72,98,82
7/2/2022,reported_cases,estimate,25,26.47776112,10.01766591,12,19,23,28,32,45,18
7/3/2022,reported_cases,estimate,19,19.77561219,7.367233194,9,14,17,21,24,33,21
7/4/2022,reported_cases,estimate,81,84.77161419,28.35320641,45,64,75,89,101,135,16
7/5/2022,reported_cases,estimate,99,102.055972,33.19694061,54,79,91,107,121,163,95
7/6/2022,reported_cases,estimate,94,97.2033983,31.33897108,51,76,87,101,115,151,63
7/7/2022,reported_cases,estimate,113,117.2028986,37.12426176,64,90,104,123,139,183,141
7/8/2022,reported_cases,estimate,112,115.11994,36.65623558,63,89,103,120,137,181,146
7/9/2022,reported_cases,estimate,48,49.85407296,16.81465714,25,38,44,53,60,80,52
7/10/2022,reported_cases,estimate,36,37.68765617,13.51269376,18,28,33,40,45,62,29
7/11/2022,reported_cases,estimate,150,156.4797601,49.88724,84,121,140,162,185,248,185
7/12/2022,reported_cases,estimate,185,191.2203898,60.74185463,105,147,170,199,227,301,197
7/13/2022,reported_cases,estimate,171,177.0044978,56.32000959,95,137,158,185,208,281,194
7/14/2022,reported_cases,estimate,206,214.2738631,68.19949385,115,167,191,222,256,339,194
7/15/2022,reported_cases,estimate,199,206.7301349,63.48766917,114,162,184,216,244,319,245
7/16/2022,reported_cases,estimate,85,87.72063968,28.24766218,47,68,79,92,105,140,76
7/17/2022,reported_cases,estimate,62,64.68465767,21.40864334,33,50,57,68,77,104,72
7/18/2022,reported_cases,estimate,259,267.5137431,82.12187855,148,209,238,280,316,419,226
7/19/2022,reported_cases,estimate,310,317.2943528,95.99398321,176,249,285,332,372,489,275
7/20/2022,reported_cases,estimate,281,291.0034983,91.5910721,160,227,261,301,342,466,304
7/21/2022,reported_cases,estimate,328,340.3608196,104.2317885,194,267,305,354,399,536,291
7/22/2022,reported_cases,estimate,319,326.906047,100.216272,182,255,293,342,387,506,326
7/23/2022,reported_cases,estimate,130,135.3983008,42.88813096,74,104,121,141,162,213,136
7/24/2022,reported_cases,estimate,95,98.36031984,31.51454592,53,76,87,103,118,156,101
7/25/2022,reported_cases,estimate,386,396.6536732,122.6949856,214,308,358,417,470,619,741
7/26/2022,reported_cases,estimate,446,464.2098951,142.7245106,268,367,414,478,545,734,327
7/27/2022,reported_cases,estimate,409,417.8215892,128.5316485,231,325,374,438,494,650,451
7/28/2022,reported_cases,estimate,456,472.0304848,143.1181175,267,372,420,492,559,724,388
7/29/2022,reported_cases,estimate,428,443.4127936,136.2389758,249,345,395,461,526,685,485
7/30/2022,reported_cases,estimate,176,182.7016492,56.53462162,101,142,163,190,218,284,206
7/31/2022,reported_cases,estimate,124,128.8075962,41.86977982,69,99,114,134,153,205,155
8/1/2022,reported_cases,estimate,495,508.5777111,156.3914386,277,400,459,529,599,790,543
8/2/2022,reported_cases,estimate,560,579.4697651,175.3801163,331,453,518,604,678,897,422
8/3/2022,reported_cases,estimate,497,511.7796102,152.9390039,291,402,461,536,606,792,434
8/4/2022,reported_cases,estimate,550,573.2098951,175.8967365,329,447,510,598,678,899,491
8/5/2022,reported_cases,estimate,507,523.4327836,160.4658861,288,410,469,549,620,814,474
8/6/2022,reported_cases,estimate,200,208.143928,65.99857024,116,161,186,216,246,328,240
8/7/2022,reported_cases,estimate,139,142.9690155,45.62752502,77,110,127,150,169,225,149
8/8/2022,reported_cases,estimate,540,559.5157421,172.0648421,315,435,501,582,664,869,516
8/9/2022,reported_cases,estimate,604,626.8385807,193.2794698,349,491,558,656,747,979,520
8/10/2022,reported_cases,estimate,524,540.4782609,162.5317158,304,422,487,564,642,839,934
8/11/2022,reported_cases,estimate,570,590.8590705,183.8855354,323,462,529,618,701,912,495
8/12/2022,reported_cases,estimate,514,530.5732134,158.736249,303,416,474,554,627,820,426
8/13/2022,reported_cases,estimate,204,209.4312844,64.56824607,112,162,189,221,250,322,245
8/14/2022,reported_cases,estimate,139,143.045977,44.64371048,79,112,127,149,171,223,155
8/15/2022,reported_cases,estimate,539,554.4742629,167.0132015,311,432,498,580,651,859,649
8/16/2022,reported_cases,estimate,574,593.8785607,183.7399487,334,459,529,618,704,924,395
8/17/2022,reported_cases,estimate,496,513.3098451,157.2196106,284,402,461,537,605,801,386
8/18/2022,reported_cases,estimate,533,550.0924538,171.2567136,309,432,491,573,646,845,486
8/19/2022,reported_cases,estimate,476,490.1764118,145.4901899,281,389,442,510,575,754,465
8/20/2022,reported_cases,estimate,184,189.2368816,59.09608159,104,146,168,198,224,297,195
8/21/2022,reported_cases,estimate,125,129.7966017,41.13211772,72,100,115,136,153,208,135
8/22/2022,reported_cases,estimate,474,486.4052974,146.8472443,273,380,436,511,573,754,552
8/23/2022,reported_cases,estimate,509,527.2463768,163.5960292,291,411,471,550,625,830,948
8/24/2022,reported_cases,estimate,440,451.6461769,138.6479598,252,352,405,473,533,702,324
8/25/2022,reported_cases,estimate,477,488.0069965,153.1153877,263,378,437,512,579,754,450
8/26/2022,reported_cases,estimate,410,426.2048976,131.149472,236,331,379,450,508,663,402
8/27/2022,reported_cases,estimate,155,160.9210395,50.87933532,89,125,143,168,190,256,148
8/28/2022,reported_cases,estimate,107,109.6691654,34.09890752,59,86,98,116,131,170,90
8/29/2022,reported_cases,estimate,396,410.3953023,121.9823805,233,326,369,429,480,627,524
8/30/2022,reported_cases,estimate,431,442.0534733,133.7661566,247,347,396,463,521,694,506
8/31/2022,reported_cases,estimate,366,376.5432284,117.1139926,208,295,339,392,443,584,310
9/1/2022,reported_cases,estimate,390,407.7101449,127.125249,227,317,362,427,483,634,360
9/2/2022,reported_cases,estimate,341,353.3528236,110.0661867,194,276,314,371,422,552,452
9/3/2022,reported_cases,estimate,132,135.3753123,42.24620184,74,105,122,142,162,210,103
9/4/2022,reported_cases,estimate,87,89.51974013,29.97330037,46,68,80,93,107,143,89
9/5/2022,reported_cases,estimate,326,336.3533233,102.7032307,188,263,301,351,398,529,91
9/6/2022,reported_cases,estimate,352,364.9930035,111.4294842,207,284,328,380,431,565,708
9/7/2022,reported_cases,estimate,295,307.131934,96.57302721,173,238,271,320,365,478,242
9/8/2022,reported_cases,estimate,319,327.1754123,98.77616977,185,258,294,340,387,509,291
9/9/2022,reported_cases,estimate,279,288.0734633,88.5135645,162,224,257,298,342,448,271
9/10/2022,reported_cases,estimate,104,108.3203398,34.02513528,58,84,97,114,129,168,95
9/11/2022,reported_cases,estimate,71,73.08795602,23.87941079,38,56,65,77,87,114,81
9/12/2022,reported_cases,estimate,263,274.0264868,84.32725418,154,213,243,286,327,424,291
9/13/2022,reported_cases,estimate,290,299.17991,87.92410714,173,237,270,315,354,454,246
9/14/2022,reported_cases,estimate,238,246.4292854,74.97544346,137,191,220,259,295,378,285
9/15/2022,reported_cases,estimate,255,265.069965,83.07561677,144,207,235,277,316,416,258
9/16/2022,reported_cases,estimate,221,227.2328836,69.27890543,129,178,203,238,269,350,181
9/17/2022,reported_cases,estimate,86,89.12843578,29.39304333,47,68,79,93,106,144,88
9/18/2022,reported_cases,estimate,57,58.50674663,18.82780071,31,44,52,62,71,91,68
9/19/2022,reported_cases,estimate,214,220.6261869,69.79293799,121,169,197,231,262,344,298
9/20/2022,reported_cases,estimate,229,236.8150925,73.82537363,132,186,212,246,279,372,278
9/21/2022,reported_cases,estimate,188,196.0554723,61.88348262,107,153,174,204,235,304,226
9/22/2022,reported_cases,estimate,200,207.7956022,65.43777732,112,161,185,217,249,324,239
9/23/2022,reported_cases,estimate,175,182.9885057,58.79172023,99,142,162,190,216,290,180
9/24/2022,reported_cases,estimate,68,70.34182909,22.70511164,38,54,63,73,83,112,56
9/25/2022,reported_cases,estimate,44,46.12343828,15.56329834,24,35,41,48,55,75,39
9/26/2022,reported_cases,estimate,170,174.4662669,53.93209607,97,135,155,183,207,271,174
9/27/2022,reported_cases,estimate,178,184.9050475,57.43494563,102,145,165,193,218,288,154
9/28/2022,reported_cases,estimate,151,154.9465267,47.28792276,85,121,140,163,184,239,165
9/29/2022,reported_cases,estimate,157,163.3563218,51.66774111,90,127,146,169,193,258,188
9/30/2022,reported_cases,estimate,136,142.6561719,44.42164701,79,111,126,148,169,224,125
10/1/2022,reported_cases,estimate,52,53.50424788,18.24453636,27,40,47,57,65,87,54
10/2/2022,reported_cases,estimate,34,35.18990505,11.78184697,18,27,31,37,42,57,27
10/3/2022,reported_cases,estimate,127,131.7096452,42.266608,70,102,117,137,158,206,129
10/4/2022,reported_cases,estimate,137,141.173913,44.27643548,79,110,126,148,166,221,135
10/5/2022,reported_cases,estimate based on partial data,111,115.4562719,37.00408372,62,88,102,122,138,182,102
10/6/2022,reported_cases,estimate based on partial data,115,120.5252374,38.81827518,64,93,106,126,145,194,170
