date,variable,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,confirm
8/13/2022,R,estimate,0.962199212,0.962176552,0.011233557,0.943927897,0.955953488,0.959920372,0.964596941,0.968498609,0.979775204,245
8/14/2022,R,estimate,0.961302821,0.96135926,0.011268538,0.943218863,0.955118701,0.959134476,0.963758604,0.967696163,0.9794296,155
8/15/2022,R,estimate,0.960491321,0.96065954,0.011271953,0.942815063,0.954278556,0.958257568,0.96297022,0.967170691,0.978744427,649
8/16/2022,R,estimate,0.960023623,0.960073647,0.01124301,0.942431023,0.953560383,0.95755426,0.962557486,0.966703993,0.978137505,395
8/17/2022,R,estimate,0.959495015,0.959597854,0.011185198,0.942769887,0.953048783,0.957219193,0.962146193,0.966307333,0.977171348,386
8/18/2022,R,estimate,0.959252492,0.959227834,0.011104185,0.942131406,0.952705623,0.956965966,0.961821609,0.965969422,0.976559727,486
8/19/2022,R,estimate,0.958848542,0.958958034,0.011006389,0.941753692,0.952683198,0.956748232,0.961432079,0.965723246,0.97595446,465
8/20/2022,R,estimate,0.95886843,0.958781126,0.010899087,0.941428233,0.952518116,0.956438691,0.961241186,0.965477299,0.975978582,195
8/21/2022,R,estimate,0.95887329,0.958687617,0.01079168,0.941414741,0.952426014,0.956273024,0.961209239,0.965141558,0.975970662,135
8/22/2022,R,estimate,0.958889211,0.958665657,0.010696801,0.941282612,0.952133512,0.956098833,0.961252795,0.964907418,0.975828978,552
8/23/2022,R,estimate,0.958616326,0.958701088,0.010629876,0.941156165,0.9522225,0.956115758,0.961167132,0.965171311,0.975973627,948
8/24/2022,R,estimate,0.958645037,0.958777709,0.010606443,0.94125697,0.952090601,0.956143745,0.961293519,0.965404048,0.976389498,324
8/25/2022,R,estimate,0.958747077,0.958877759,0.010637695,0.941698831,0.95202862,0.956094246,0.961174131,0.965247472,0.975891982,450
8/26/2022,R,estimate,0.958697428,0.958982574,0.010725877,0.941771543,0.952296389,0.956286395,0.961060826,0.965782968,0.976583019,402
8/27/2022,R,estimate,0.958614294,0.959073379,0.010861852,0.941937783,0.952263066,0.956425914,0.961238098,0.965611368,0.976778417,148
8/28/2022,R,estimate,0.958552392,0.959132151,0.011026582,0.942263918,0.95222086,0.956199998,0.961350894,0.965728351,0.977311074,90
8/29/2022,R,estimate,0.958612284,0.959142472,0.011196557,0.94218911,0.952151141,0.956108806,0.96135599,0.965697726,0.977533287,524
8/30/2022,R,estimate,0.958699,0.959090267,0.011351168,0.941862737,0.95198458,0.956203914,0.96132007,0.96563619,0.977913855,506
8/31/2022,R,estimate,0.958509616,0.958964353,0.011478951,0.941362559,0.951542468,0.956070932,0.961074376,0.96544793,0.977959764,310
9/1/2022,R,estimate,0.958276436,0.958756703,0.011580073,0.941026979,0.951192456,0.955870247,0.960747875,0.965616657,0.978129742,360
9/2/2022,R,estimate,0.957870527,0.95846242,0.011663997,0.941148448,0.950797691,0.955351931,0.960509485,0.965244533,0.978403167,452
9/3/2022,R,estimate,0.957363028,0.958079441,0.011743413,0.94056884,0.950528258,0.95479726,0.960208338,0.964922605,0.978048206,103
9/4/2022,R,estimate,0.957096349,0.957608057,0.011827205,0.939569031,0.94996587,0.95436669,0.959700375,0.96472832,0.978255615,89
9/5/2022,R,estimate,0.956715567,0.957050334,0.011915709,0.938843036,0.949242456,0.953875793,0.959398815,0.964203237,0.977601458,91
9/6/2022,R,estimate,0.955966713,0.956409543,0.01200022,0.937910876,0.948648988,0.953294932,0.958914392,0.963381251,0.976893047,708
9/7/2022,R,estimate,0.955319232,0.955689648,0.012066502,0.93712388,0.947996797,0.952659602,0.958239028,0.96300613,0.976207747,242
9/8/2022,R,estimate,0.954662363,0.954894897,0.012100305,0.936256098,0.947326632,0.95170191,0.957506166,0.962329478,0.975417396,291
9/9/2022,R,estimate,0.95377074,0.954029529,0.012092535,0.935439614,0.94661212,0.950757214,0.956630395,0.961256609,0.973811315,271
9/10/2022,R,estimate,0.952944549,0.953097573,0.012042485,0.934509596,0.945566165,0.94991198,0.95544022,0.960213635,0.973060541,95
9/11/2022,R,estimate,0.95173954,0.952102749,0.011958525,0.933275644,0.944563716,0.94897134,0.954536192,0.959291361,0.972146151,81
9/12/2022,R,estimate,0.950749103,0.951048434,0.011856388,0.932633024,0.943538423,0.947977972,0.953742627,0.957953583,0.970992231,291
9/13/2022,R,estimate,0.949652068,0.949937698,0.011755708,0.93094761,0.942484608,0.946846609,0.952441229,0.956832447,0.969336655,246
9/14/2022,R,estimate,0.948474997,0.948773369,0.011675845,0.930340728,0.941385829,0.945848298,0.951151414,0.955748013,0.967972756,285
9/15/2022,R,estimate,0.947290206,0.947558145,0.011632382,0.929003544,0.940228287,0.944582379,0.949776561,0.954409189,0.966874966,258
9/16/2022,R,estimate,0.946080651,0.946294706,0.011635561,0.927965383,0.939113713,0.94337024,0.948475492,0.953111451,0.965346006,181
9/17/2022,R,estimate,0.944954546,0.944985847,0.011691217,0.926387968,0.93784927,0.942249383,0.947567097,0.951764545,0.963862096,88
9/18/2022,R,estimate,0.943685965,0.943634588,0.011803583,0.925118178,0.936012558,0.940989168,0.946492203,0.950763667,0.96258184,68
9/19/2022,R,estimate,0.942487323,0.94224427,0.011978452,0.923424437,0.934513647,0.939552556,0.945146037,0.949456617,0.96097024,298
9/20/2022,R,estimate,0.941067392,0.940818627,0.012225115,0.921249253,0.932811885,0.937905548,0.944018632,0.948404818,0.960274968,278
9/21/2022,R,estimate,0.939511893,0.939361829,0.012556317,0.919966961,0.931425814,0.936204255,0.942810243,0.947089199,0.959631534,226
9/22/2022,R,estimate,0.937981492,0.937878524,0.012986604,0.917057708,0.929748332,0.934744285,0.94124894,0.946385796,0.958284454,239
9/23/2022,R,estimate,0.936730336,0.936373881,0.013530307,0.914137078,0.927739126,0.93320123,0.939776523,0.945131667,0.957195766,180
9/24/2022,R,estimate,0.935153785,0.93485366,0.0142005,0.911397875,0.926256134,0.931786458,0.938256086,0.944158654,0.956627697,56
9/25/2022,R,estimate,0.933679225,0.933324311,0.015009456,0.90842596,0.924172599,0.930269516,0.937091615,0.943496344,0.956446238,39
9/26/2022,R,estimate,0.932322852,0.931793072,0.015969951,0.904637927,0.92208231,0.928542312,0.935671416,0.942572897,0.956673631,174
9/27/2022,R,estimate,0.930778847,0.930268037,0.017095913,0.90177939,0.919670182,0.92675967,0.934936356,0.941908625,0.957107714,154
9/28/2022,R,estimate,0.929533316,0.928758149,0.018401171,0.897305077,0.917568181,0.925188182,0.934105264,0.941200373,0.957650075,165
9/29/2022,R,estimate,0.928216478,0.927273069,0.019896166,0.893339667,0.915147219,0.923309279,0.933289652,0.940789842,0.958249828,188
9/30/2022,R,estimate,0.92691247,0.925822928,0.02158392,0.889181124,0.912816931,0.921243215,0.932050513,0.940444445,0.960278071,125
10/1/2022,R,estimate,0.925381446,0.924417975,0.023457254,0.884906159,0.910345348,0.919646614,0.931218681,0.94014505,0.961170497,54
10/2/2022,R,estimate,0.923855519,0.923068184,0.025498742,0.8801764,0.907635183,0.917982487,0.930398073,0.939913629,0.963176751,27
10/3/2022,R,estimate,0.922700378,0.921782852,0.027683538,0.875365449,0.904815676,0.916335952,0.929268784,0.939360554,0.965748907,129
10/4/2022,R,estimate,0.921585163,0.920570265,0.029983881,0.870265177,0.902289178,0.914995152,0.928566085,0.93940938,0.967629428,135
10/5/2022,R,estimate based on partial data,0.920759549,0.919437413,0.032373583,0.865707887,0.900043508,0.913318574,0.927888428,0.939754311,0.970147307,102
10/6/2022,R,estimate based on partial data,0.919676006,0.91838977,0.03483108,0.860735015,0.897644351,0.911557053,0.927412265,0.939871714,0.973553962,170
10/7/2022,R,estimate based on partial data,0.91924448,0.91743114,0.03734045,0.855814972,0.895388483,0.910191768,0.926534835,0.940573157,0.976452225,109
10/8/2022,R,estimate based on partial data,0.918342076,0.916563538,0.03989068,0.851197859,0.892925591,0.908737239,0.926149969,0.941202583,0.980241528,33
10/9/2022,R,estimate based on partial data,0.917386009,0.915787163,0.042473972,0.847352592,0.890597233,0.907347596,0.926156847,0.942348693,0.984201676,19
10/10/2022,R,estimate based on partial data,0.916897728,0.915100444,0.045084031,0.842762801,0.888048657,0.905969754,0.926049343,0.942910097,0.987456684,42
10/11/2022,R,estimate based on partial data,0.916129289,0.914500201,0.04771497,0.838966886,0.886099152,0.9047213,0.926060127,0.943797776,0.990008183,143
10/12/2022,R,estimate based on partial data,0.915595364,0.913981903,0.050360987,0.834236155,0.883873055,0.903787625,0.925827041,0.944277474,0.993150379,106
10/13/2022,R,estimate based on partial data,0.914616525,0.91354,0.053016611,0.829278172,0.881040046,0.903104469,0.926182444,0.94568726,0.99595533,127
10/14/2022,R,estimate based on partial data,0.91335098,0.913168291,0.055677128,0.824440435,0.878898206,0.901962354,0.925683283,0.946600105,1.000865913,80
10/15/2022,R,estimate based on partial data,0.912694962,0.91286029,0.0583389,0.818905426,0.876966492,0.900862449,0.926106401,0.947202697,1.006108682,24
10/16/2022,R,estimate based on partial data,0.912314149,0.912609563,0.060999438,0.814538375,0.875432055,0.899734994,0.92632476,0.948485005,1.010796626,8
10/17/2022,R,estimate based on partial data,0.912316571,0.912410013,0.063657269,0.810816039,0.873404715,0.898959155,0.92575525,0.949703456,1.015896277,95
10/18/2022,R,estimate based on partial data,0.911396525,0.912256128,0.066311637,0.805446088,0.872115755,0.897826801,0.925826361,0.950798511,1.019647294,37
10/19/2022,R,estimate based on partial data,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,52
10/20/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/21/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/22/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/23/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/24/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/25/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
10/26/2022,R,forecast,0.911111219,0.912143156,0.068962115,0.801992674,0.870288885,0.897461837,0.925666155,0.951917826,1.023021381,NA
